preprocessing/segmented_files/train/normal_apple_3.jpg,0
preprocessing/segmented_files/train/botch_apple_341.jpg,1
preprocessing/segmented_files/train/rot_apple_145.jpg,2
preprocessing/segmented_files/train/botch_apple_334.jpg,1
preprocessing/segmented_files/train/botch_apple_162.jpg,1
preprocessing/segmented_files/train/rot_apple_228.jpg,2
preprocessing/segmented_files/train/hf/scab_apple_282_hf.jpg,3
preprocessing/segmented_files/train/hf/scab_apple_168_hf.jpg,3
preprocessing/segmented_files/train/hf/rot_apple_254_hf.jpg,2
preprocessing/segmented_files/train/hf/botch_apple_173_hf.jpg,1
preprocessing/segmented_files/train/hf/rot_apple_317_hf.jpg,2
preprocessing/segmented_files/train/hf/scab_apple_187_hf.jpg,3
preprocessing/segmented_files/train/hf/scab_apple_162_hf.jpg,3
preprocessing/segmented_files/train/hf/botch_apple_242_hf.jpg,1
preprocessing/segmented_files/train/hf/normal_apple_179_hf.jpg,0
preprocessing/segmented_files/train/hf/botch_apple_290_hf.jpg,1
preprocessing/segmented_files/train/hf/rot_apple_161_hf.jpg,2
preprocessing/segmented_files/train/hf/normal_apple_147_hf.jpg,0
preprocessing/segmented_files/train/hf/rot_apple_119_hf.jpg,2
preprocessing/segmented_files/train/hf/normal_apple_212_hf.jpg,0
preprocessing/segmented_files/train/hf/rot_apple_241_hf.jpg,2
preprocessing/segmented_files/train/hf/scab_apple_40_hf.jpg,3
preprocessing/segmented_files/train/hf/normal_apple_87_hf.jpg,0
preprocessing/segmented_files/train/hf/botch_apple_210_hf.jpg,1
preprocessing/segmented_files/train/hf/normal_apple_66_hf.jpg,0
preprocessing/segmented_files/train/hf/normal_apple_119_hf.jpg,0
preprocessing/segmented_files/train/hf/botch_apple_113_hf.jpg,1
preprocessing/segmented_files/train/hf/normal_apple_108_hf.jpg,0
preprocessing/segmented_files/train/hf/botch_apple_189_hf.jpg,1
preprocessing/segmented_files/train/hf/botch_apple_342_hf.jpg,1
preprocessing/segmented_files/train/hf/rot_apple_66_hf.jpg,2
preprocessing/segmented_files/train/hf/botch_apple_145_hf.jpg,1
preprocessing/segmented_files/train/hf/rot_apple_157_hf.jpg,2
preprocessing/segmented_files/train/hf/scab_apple_22_hf.jpg,3
preprocessing/segmented_files/train/hf/normal_apple_74_hf.jpg,0
preprocessing/segmented_files/train/hf/scab_apple_97_hf.jpg,3
preprocessing/segmented_files/train/hf/rot_apple_237_hf.jpg,2
preprocessing/segmented_files/train/hf/botch_apple_324_hf.jpg,1
preprocessing/segmented_files/train/hf/normal_apple_32_hf.jpg,0
preprocessing/segmented_files/train/hf/scab_apple_135_hf.jpg,3
preprocessing/segmented_files/train/hf/botch_apple_341_hf.jpg,1
preprocessing/segmented_files/train/hf/botch_apple_155_hf.jpg,1
preprocessing/segmented_files/train/hf/rot_apple_277_hf.jpg,2
preprocessing/segmented_files/train/hf/botch_apple_154_hf.jpg,1
preprocessing/segmented_files/train/hf/rot_apple_13_hf.jpg,2
preprocessing/segmented_files/train/hf/scab_apple_126_hf.jpg,3
preprocessing/segmented_files/train/hf/rot_apple_45_hf.jpg,2
preprocessing/segmented_files/train/hf/rot_apple_110_hf.jpg,2
preprocessing/segmented_files/train/hf/normal_apple_149_hf.jpg,0
preprocessing/segmented_files/train/hf/rot_apple_361_hf.jpg,2
preprocessing/segmented_files/train/hf/scab_apple_291_hf.jpg,3
preprocessing/segmented_files/train/hf/botch_apple_44_hf.jpg,1
preprocessing/segmented_files/train/hf/rot_apple_123_hf.jpg,2
preprocessing/segmented_files/train/hf/normal_apple_200_hf.jpg,0
preprocessing/segmented_files/train/hf/botch_apple_156_hf.jpg,1
preprocessing/segmented_files/train/hf/scab_apple_56_hf.jpg,3
preprocessing/segmented_files/train/hf/scab_apple_156_hf.jpg,3
preprocessing/segmented_files/train/hf/rot_apple_236_hf.jpg,2
preprocessing/segmented_files/train/hf/botch_apple_58_hf.jpg,1
preprocessing/segmented_files/train/hf/normal_apple_190_hf.jpg,0
preprocessing/segmented_files/train/hf/normal_apple_174_hf.jpg,0
preprocessing/segmented_files/train/hf/botch_apple_26_hf.jpg,1
preprocessing/segmented_files/train/hf/rot_apple_309_hf.jpg,2
preprocessing/segmented_files/train/hf/botch_apple_329_hf.jpg,1
preprocessing/segmented_files/train/hf/scab_apple_83_hf.jpg,3
preprocessing/segmented_files/train/hf/botch_apple_314_hf.jpg,1
preprocessing/segmented_files/train/hf/scab_apple_82_hf.jpg,3
preprocessing/segmented_files/train/hf/botch_apple_236_hf.jpg,1
preprocessing/segmented_files/train/hf/scab_apple_172_hf.jpg,3
preprocessing/segmented_files/train/hf/rot_apple_375_hf.jpg,2
preprocessing/segmented_files/train/hf/rot_apple_368_hf.jpg,2
preprocessing/segmented_files/train/hf/rot_apple_51_hf.jpg,2
preprocessing/segmented_files/train/hf/normal_apple_199_hf.jpg,0
preprocessing/segmented_files/train/hf/normal_apple_135_hf.jpg,0
preprocessing/segmented_files/train/hf/botch_apple_206_hf.jpg,1
preprocessing/segmented_files/train/hf/scab_apple_236_hf.jpg,3
preprocessing/segmented_files/train/hf/rot_apple_349_hf.jpg,2
preprocessing/segmented_files/train/hf/rot_apple_392_hf.jpg,2
preprocessing/segmented_files/train/hf/botch_apple_307_hf.jpg,1
preprocessing/segmented_files/train/hf/scab_apple_123_hf.jpg,3
preprocessing/segmented_files/train/hf/scab_apple_107_hf.jpg,3
preprocessing/segmented_files/train/hf/rot_apple_265_hf.jpg,2
preprocessing/segmented_files/train/hf/rot_apple_26_hf.jpg,2
preprocessing/segmented_files/train/hf/botch_apple_331_hf.jpg,1
preprocessing/segmented_files/train/hf/scab_apple_238_hf.jpg,3
preprocessing/segmented_files/train/hf/normal_apple_180_hf.jpg,0
preprocessing/segmented_files/train/hf/rot_apple_252_hf.jpg,2
preprocessing/segmented_files/train/hf/rot_apple_359_hf.jpg,2
preprocessing/segmented_files/train/hf/botch_apple_174_hf.jpg,1
preprocessing/segmented_files/train/hf/scab_apple_276_hf.jpg,3
preprocessing/segmented_files/train/hf/normal_apple_136_hf.jpg,0
preprocessing/segmented_files/train/hf/scab_apple_241_hf.jpg,3
preprocessing/segmented_files/train/hf/scab_apple_246_hf.jpg,3
preprocessing/segmented_files/train/hf/rot_apple_158_hf.jpg,2
preprocessing/segmented_files/train/hf/normal_apple_29_hf.jpg,0
preprocessing/segmented_files/train/hf/botch_apple_89_hf.jpg,1
preprocessing/segmented_files/train/hf/scab_apple_198_hf.jpg,3
preprocessing/segmented_files/train/hf/scab_apple_55_hf.jpg,3
preprocessing/segmented_files/train/hf/rot_apple_306_hf.jpg,2
preprocessing/segmented_files/train/hf/scab_apple_46_hf.jpg,3
preprocessing/segmented_files/train/hf/scab_apple_192_hf.jpg,3
preprocessing/segmented_files/train/hf/scab_apple_129_hf.jpg,3
preprocessing/segmented_files/train/hf/botch_apple_49_hf.jpg,1
preprocessing/segmented_files/train/hf/scab_apple_178_hf.jpg,3
preprocessing/segmented_files/train/hf/normal_apple_26_hf.jpg,0
preprocessing/segmented_files/train/hf/rot_apple_14_hf.jpg,2
preprocessing/segmented_files/train/hf/normal_apple_196_hf.jpg,0
preprocessing/segmented_files/train/hf/rot_apple_315_hf.jpg,2
preprocessing/segmented_files/train/hf/rot_apple_298_hf.jpg,2
preprocessing/segmented_files/train/hf/rot_apple_89_hf.jpg,2
preprocessing/segmented_files/train/hf/botch_apple_120_hf.jpg,1
preprocessing/segmented_files/train/hf/normal_apple_37_hf.jpg,0
preprocessing/segmented_files/train/hf/botch_apple_208_hf.jpg,1
preprocessing/segmented_files/train/hf/botch_apple_264_hf.jpg,1
preprocessing/segmented_files/train/hf/botch_apple_343_hf.jpg,1
preprocessing/segmented_files/train/hf/scab_apple_179_hf.jpg,3
preprocessing/segmented_files/train/hf/normal_apple_1_hf.jpg,0
preprocessing/segmented_files/train/hf/botch_apple_12_hf.jpg,1
preprocessing/segmented_files/train/hf/botch_apple_217_hf.jpg,1
preprocessing/segmented_files/train/hf/normal_apple_47_hf.jpg,0
preprocessing/segmented_files/train/hf/botch_apple_129_hf.jpg,1
preprocessing/segmented_files/train/hf/botch_apple_285_hf.jpg,1
preprocessing/segmented_files/train/hf/rot_apple_18_hf.jpg,2
